id,id_mapper,chapter,kapitelbezeichnung,bezeichnung,finaler_beschluss,snomed_code,descriptor,equi_final,finales_konzept,equ_jens,equ_mareike,agreement,map,kapitel
264,605,06-01-01,06 Therapie,Débridement,2 „chirurgisch“,312775003,Debridement of ulcer (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,No map is possible,FALSE,1,6
264,9f6,06-01-01,06 Therapie,Débridement,2 „chirurgisch“,83578000,Surgical (qualifier value),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
264,83f,06-01-01,06 Therapie,Débridement,2 „chirurgisch“,83578000,Surgical (qualifier value),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
265,9f6,06-01-01,06 Therapie,Débridement,3 „Ultraschall“,169437002,Ultrasound therapy - skin lesion (regime/therapy),No map is possible,,No map is possible,Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,6
265,83f,06-01-01,06 Therapie,Débridement,3 „Ultraschall“,51797001,Ultrasonic wave (physical force),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
265,605,06-01-01,06 Therapie,Débridement,3 „Ultraschall“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
266,83f,06-01-01,06 Therapie,Débridement,4 „autolytisch“,130716007,Autolysin (substance),No map is possible,2,No map is possible,No map is possible,TRUE,1,6
266,9f6,06-01-01,06 Therapie,Débridement,4 „autolytisch“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
266,605,06-01-01,06 Therapie,Débridement,4 „autolytisch“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
267,9f6,06-01-01,06 Therapie,Débridement,5 „enzymatisch“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
267,605,06-01-01,06 Therapie,Débridement,5 „enzymatisch“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
267,83f,06-01-01,06 Therapie,Débridement,5 „enzymatisch“,258026004,Enzyme method (qualifier value),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
268,83f,06-01-01,06 Therapie,Débridement,6 „Biochirurgie (Maden)“,404916008,Sterile maggot wound debridement (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
268,9f6,06-01-01,06 Therapie,Débridement,6 „Biochirurgie (Maden)“,410969008,Sterile maggots (product),No map is possible,,"Equivalence of meaning, but with synonymy.",No map is possible,FALSE,1,6
268,605,06-01-01,06 Therapie,Débridement,6 „Biochirurgie (Maden)“,404916008,Sterile maggot wound debridement (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
271,9f6,06-01-02,06 Therapie,Wundspülung,2 „Ringer-Lösung“,225116006,Irrigation of wound (procedure),No map is possible,2,No map is possible,No map is possible,TRUE,1,6
271,605,06-01-02,06 Therapie,Wundspülung,2 „Ringer-Lösung“,225116006,Irrigation of wound (procedure),No map is possible,,No map is possible,No map is possible,TRUE,1,6
271,83f,06-01-02,06 Therapie,Wundspülung,2 „Ringer-Lösung“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
272,9f6,06-01-02,06 Therapie,Wundspülung,"3 „Na Cl 0,9 %“",225116006,Irrigation of wound (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
272,605,06-01-02,06 Therapie,Wundspülung,"3 „Na Cl 0,9 %“",387390002,Sodium chloride (substance),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
272,83f,06-01-02,06 Therapie,Wundspülung,"3 „Na Cl 0,9 %“",387390002,Sodium chloride (substance),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
273,83f,06-01-02,06 Therapie,Wundspülung,4 „Polyhexanid“,421952002,Polihexanide (substance),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
273,9f6,06-01-02,06 Therapie,Wundspülung,4 „Polyhexanid“,421952002,Polihexanide (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
273,605,06-01-02,06 Therapie,Wundspülung,4 „Polyhexanid“,429833005,Product containing polihexanide (medicinal product),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,6
274,605,06-01-02,06 Therapie,Wundspülung,5 „Octenidin“,430477008,Octenidine (substance),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
274,83f,06-01-02,06 Therapie,Wundspülung,5 „Octenidin“,430477008,Octenidine (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
274,9f6,06-01-02,06 Therapie,Wundspülung,5 „Octenidin“,430477008,Octenidine (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
275,605,06-01-02,06 Therapie,Wundspülung,6 „nasszierender Sauerstoff“,225116006,Irrigation of wound (procedure),No map is possible,2,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
275,83f,06-01-02,06 Therapie,Wundspülung,6 „nasszierender Sauerstoff“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
275,9f6,06-01-02,06 Therapie,Wundspülung,6 „nasszierender Sauerstoff“,225116006,Irrigation of wound (procedure),No map is possible,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
278,605,06-01-03,06 Therapie,Wundantiseptik,2 „Octenidin“,430477008,Octenidine (substance),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
278,9f6,06-01-03,06 Therapie,Wundantiseptik,2 „Octenidin“,430477008,Octenidine (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
278,83f,06-01-03,06 Therapie,Wundantiseptik,2 „Octenidin“,430477008,Octenidine (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
279,605,06-01-03,06 Therapie,Wundantiseptik,3 „PVP-Jod“,386989006,Povidone iodine (substance),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
279,83f,06-01-03,06 Therapie,Wundantiseptik,3 „PVP-Jod“,386989006,Povidone iodine (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
279,9f6,06-01-03,06 Therapie,Wundantiseptik,3 „PVP-Jod“,44588005,Iodine (substance),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
280,9f6,06-01-03,06 Therapie,Wundantiseptik,4„Polyhexanid“,421952002,Polihexanide (substance),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
280,605,06-01-03,06 Therapie,Wundantiseptik,4„Polyhexanid“,421952002,Polihexanide (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
280,83f,06-01-03,06 Therapie,Wundantiseptik,4„Polyhexanid“,421952002,Polihexanide (substance),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
282,9f6,06-01-04,06 Therapie,Wundumgebungsschutz,1 „ja“ mit Präparat,no map,NA,No map is possible,2,No map is possible,No map is possible,TRUE,1,6
282,605,06-01-04,06 Therapie,Wundumgebungsschutz,1 „ja“ mit Präparat,465466005,Surgical wound protection ring (physical object),Source concept is broader and has a less specific meaning than the target concept,,Source concept is broader and has a less specific meaning than the target concept,Source concept is broader and has a less specific meaning than the target concept,TRUE,1,6
282,83f,06-01-04,06 Therapie,Wundumgebungsschutz,1 „ja“ mit Präparat,225358003,Wound care (regime/therapy),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
284,605,06-01-05,06 Therapie,Primärer Wundverband Antibakterielle Wundauflage,Freitext mit Angabe Präparat,450964002,Primary dressing (physical object),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
284,83f,06-01-05,06 Therapie,Primärer Wundverband Antibakterielle Wundauflage,Freitext mit Angabe Präparat,450964002,Primary dressing (physical object),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
284,9f6,06-01-05,06 Therapie,Primärer Wundverband Antibakterielle Wundauflage,Freitext mit Angabe Präparat,182531007,Dressing of wound (procedure),No map is possible,,No map is possible,No map is possible,TRUE,1,6
285,9f6,06-01-06,06 Therapie,Sekundärer Wundverband,Freitext mit Angabe Präparat,182531007,Dressing of wound (procedure),No map is possible,,No map is possible,No map is possible,TRUE,1,6
285,83f,06-01-06,06 Therapie,Sekundärer Wundverband,Freitext mit Angabe Präparat,450965001,Secondary dressing (physical object),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
285,605,06-01-06,06 Therapie,Sekundärer Wundverband,Freitext mit Angabe Präparat,450965001,Secondary dressing (physical object),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
287,605,06-01-07,06 Therapie,Lokale Unterdrucktherapie,1 „ja“,450969007,Negative pressure wound dressing (physical object),No map is possible,2,No map is possible,No map is possible,TRUE,1,6
287,83f,06-01-07,06 Therapie,Lokale Unterdrucktherapie,1 „ja“,700682002,Negative-pressure wound therapy tubing set (physical object),No map is possible,,No map is possible,No map is possible,TRUE,1,6
287,9f6,06-01-07,06 Therapie,Lokale Unterdrucktherapie,1 „ja“,450969007,Negative pressure wound dressing (physical object),No map is possible,,No map is possible,No map is possible,TRUE,1,6
289,9f6,06-01-08,06 Therapie,Elektrostimulation,1 „ja“,57942008,Therapeutic electrical stimulation (regime/therapy),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,6
289,605,06-01-08,06 Therapie,Elektrostimulation,1 „ja“,169430000,Electrotherapy (regime/therapy),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
289,83f,06-01-08,06 Therapie,Elektrostimulation,1 „ja“,57942008,Therapeutic electrical stimulation (regime/therapy),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,6
291,605,06-02,06 Therapie,Kausal orientierte Therapie,1 „Kompression“,413899004,Compression bandaging (procedure),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,6
291,9f6,06-02,06 Therapie,Kausal orientierte Therapie,1 „Kompression“,413899004,Compression bandaging (procedure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,6
291,83f,06-02,06 Therapie,Kausal orientierte Therapie,1 „Kompression“,229567009,Intermittent compression therapy (regime/therapy),No map is possible,,No map is possible,Source concept is broader and has a less specific meaning than the target concept,FALSE,1,6
292,605,06-02,06 Therapie,Kausal orientierte Therapie,2 „operative Therapie“,387713003,Surgical procedure (procedure),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,6
292,9f6,06-02,06 Therapie,Kausal orientierte Therapie,2 „operative Therapie“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
292,83f,06-02,06 Therapie,Kausal orientierte Therapie,2 „operative Therapie“,387713003,Surgical procedure (procedure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",FALSE,1,6
293,605,06-02,06 Therapie,Kausal orientierte Therapie,3 „immunsuppressive Therapie“,86553008,Immunosuppressive therapy (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
293,83f,06-02,06 Therapie,Kausal orientierte Therapie,3 „immunsuppressive Therapie“,86553008,Immunosuppressive therapy (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
293,9f6,06-02,06 Therapie,Kausal orientierte Therapie,3 „immunsuppressive Therapie“,38013005,Immunosuppression (finding),No map is possible,,No map is possible,No map is possible,TRUE,1,6
294,9f6,06-02,06 Therapie,Kausal orientierte Therapie,4 „Lymphdrainage“,234303003,Drainage of lymphatics (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
294,605,06-02,06 Therapie,Kausal orientierte Therapie,4 „Lymphdrainage“,234303003,Drainage of lymphatics (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
294,83f,06-02,06 Therapie,Kausal orientierte Therapie,4 „Lymphdrainage“,234303003,Drainage of lymphatics (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
295,83f,06-02,06 Therapie,Kausal orientierte Therapie,5 „physikalische Therapie“,91251008,Physical therapy procedure (regime/therapy),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
295,9f6,06-02,06 Therapie,Kausal orientierte Therapie,5 „physikalische Therapie“,91251008,Physical therapy procedure (regime/therapy),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
295,605,06-02,06 Therapie,Kausal orientierte Therapie,5 „physikalische Therapie“,91251008,Physical therapy procedure (regime/therapy),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
296,9f6,06-02,06 Therapie,Kausal orientierte Therapie,6 „interventionelle Therapien“,240917005,Interventional radiology (procedure),No map is possible,2,No map is possible,No map is possible,TRUE,1,6
296,83f,06-02,06 Therapie,Kausal orientierte Therapie,6 „interventionelle Therapien“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
296,605,06-02,06 Therapie,Kausal orientierte Therapie,6 „interventionelle Therapien“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
297,605,06-02,06 Therapie,Kausal orientierte Therapie,7 „rheologische Therapien“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
297,83f,06-02,06 Therapie,Kausal orientierte Therapie,7 „rheologische Therapien“,182764009,Anticoagulant therapy (procedure),Source concept is broader and has a less specific meaning than the target concept,1,"Equivalence of meaning, but with synonymy.",Source concept is broader and has a less specific meaning than the target concept,FALSE,1,6
297,9f6,06-02,06 Therapie,Kausal orientierte Therapie,7 „rheologische Therapien“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
300,9f6,06-02-01,06 Therapie,Kompressionstherapie,1 „ja“,413899004,Compression bandaging (procedure),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.",Source concept is broader and has a less specific meaning than the target concept,FALSE,1,6
300,605,06-02-01,06 Therapie,Kompressionstherapie,1 „ja“,413899004,Compression bandaging (procedure),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.",Source concept is broader and has a less specific meaning than the target concept,FALSE,1,6
300,83f,06-02-01,06 Therapie,Kompressionstherapie,1 „ja“,229567009,Intermittent compression therapy (regime/therapy),Source concept is broader and has a less specific meaning than the target concept,,Source concept is broader and has a less specific meaning than the target concept,Source concept is broader and has a less specific meaning than the target concept,TRUE,1,6
301,605,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"1 „Kurzzug“, 0 „nein“, 1 „ja“",63995005,"Bandage, device (physical object)",Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
301,9f6,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"1 „Kurzzug“, 0 „nein“, 1 „ja“",335353000,Short stretch compression bandage (physical object),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
301,83f,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"1 „Kurzzug“, 0 „nein“, 1 „ja“",335353000,Short stretch compression bandage (physical object),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
302,605,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"2 „Langzug“, 0 „nein“, 1 „ja“",63995005,"Bandage, device (physical object)",Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
302,9f6,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"2 „Langzug“, 0 „nein“, 1 „ja“",no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
302,83f,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"2 „Langzug“, 0 „nein“, 1 „ja“",391682002,Elastic conforming bandage (physical object),"Equivalence of meaning, but with synonymy.",1,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,6
303,605,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"3 „Strumpf“, 0 „nein“, 1 „ja“",467848007,Compression stocking (physical object),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
303,9f6,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"3 „Strumpf“, 0 „nein“, 1 „ja“",183144004,Antithromboembolic stockings (physical object),No map is possible,,Source concept is broader and has a less specific meaning than the target concept,No map is possible,FALSE,1,6
303,83f,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"3 „Strumpf“, 0 „nein“, 1 „ja“",467848007,Compression stocking (physical object),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
304,605,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"4 „Mehrkomponentensysteme“, 0 „nein“, 1 „ja“",no map,NA,No map is possible,2,No map is possible,No map is possible,TRUE,1,6
304,9f6,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"4 „Mehrkomponentensysteme“, 0 „nein“, 1 „ja“",no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
304,83f,06-02-01-01-01,06 Therapie,Kompressionsmaterialien,"4 „Mehrkomponentensysteme“, 0 „nein“, 1 „ja“",no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
308,605,06-02-01-02-02,06 Therapie,Kurzzugbinden,1 „ja“,63995005,"Bandage, device (physical object)",No map is possible,,Source concept is narrower and has a more specific meaning than the target concept,No map is possible,FALSE,1,6
308,83f,06-02-01-02-02,06 Therapie,Kurzzugbinden,1 „ja“,335353000,Short stretch compression bandage (physical object),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
308,9f6,06-02-01-02-02,06 Therapie,Kurzzugbinden,1 „ja“,335353000,Short stretch compression bandage (physical object),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
310,83f,06-02-01-03-03,06 Therapie,Zinkleimbinden,1 „ja“,348648002,Zinc paste bandage (physical object),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
310,605,06-02-01-03-03,06 Therapie,Zinkleimbinden,1 „ja“,348648002,Zinc paste bandage (physical object),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
310,9f6,06-02-01-03-03,06 Therapie,Zinkleimbinden,1 „ja“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
312,605,06-02-01-04-04,06 Therapie,Mehrkomponentenfertigsystem,1 „ja“,no map,NA,No map is possible,2,No map is possible,No map is possible,TRUE,1,6
312,9f6,06-02-01-04-04,06 Therapie,Mehrkomponentenfertigsystem,1 „ja“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
312,83f,06-02-01-04-04,06 Therapie,Mehrkomponentenfertigsystem,1 „ja“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
314,83f,06-02-01-05-05,06 Therapie,Ulkusstrumpf,1 „ja“,408118001,Venous ulcer compression stocking (physical object),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
314,9f6,06-02-01-05-05,06 Therapie,Ulkusstrumpf,1 „ja“,408116002,Venous ulcer compression hosiery (physical object),Source concept is narrower and has a more specific meaning than the target concept,,"Equivalence of meaning, but with synonymy.",Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,6
314,605,06-02-01-05-05,06 Therapie,Ulkusstrumpf,1 „ja“,408118001,Venous ulcer compression stocking (physical object),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
316,9f6,06-02-01-06-06,06 Therapie,Kompressionsstrumpf nach Maß,1 „ja“,183144004,Antithromboembolic stockings (physical object),No map is possible,,No map is possible,No map is possible,TRUE,1,6
316,605,06-02-01-06-06,06 Therapie,Kompressionsstrumpf nach Maß,1 „ja“,467848007,Compression stocking (physical object),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
316,83f,06-02-01-06-06,06 Therapie,Kompressionsstrumpf nach Maß,1 „ja“,467848007,Compression stocking (physical object),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
320,605,06-02-01-08-08,06 Therapie,Anziehhilfe,1 „ja“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
320,83f,06-02-01-08-08,06 Therapie,Anziehhilfe,1 „ja“,467763002,Compression stocking applicator (physical object),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
320,9f6,06-02-01-08-08,06 Therapie,Anziehhilfe,1 „ja“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
321,9f6,06-02-02,06 Therapie,Operative Therapie,1 „Varizenstripping V. saphena magna oder parva“,9365003,Stripping of lower limb varicose veins (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,6
321,83f,06-02-02,06 Therapie,Operative Therapie,1 „Varizenstripping V. saphena magna oder parva“,233456008,Stripping of vein (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
321,605,06-02-02,06 Therapie,Operative Therapie,1 „Varizenstripping V. saphena magna oder parva“,265855005,Varicose vein stripping (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
322,83f,06-02-02,06 Therapie,Operative Therapie,10 Keratinozytentransplantation,no map,NA,No map is possible,2,No map is possible,No map is possible,TRUE,1,6
322,9f6,06-02-02,06 Therapie,Operative Therapie,10 Keratinozytentransplantation,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
322,605,06-02-02,06 Therapie,Operative Therapie,10 Keratinozytentransplantation,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
323,83f,06-02-02,06 Therapie,Operative Therapie,10 Spalthaut,119561005,Grafting procedure (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
323,605,06-02-02,06 Therapie,Operative Therapie,10 Spalthaut,304040003,Grafting to skin (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,6
323,9f6,06-02-02,06 Therapie,Operative Therapie,10 Spalthaut,304039000,Skin flap operation (procedure),No map is possible,,No map is possible,No map is possible,TRUE,1,6
324,9f6,06-02-02,06 Therapie,Operative Therapie,10 Stanztransplantat,304039000,Skin flap operation (procedure),No map is possible,,No map is possible,No map is possible,TRUE,1,6
324,605,06-02-02,06 Therapie,Operative Therapie,10 Stanztransplantat,304040003,Grafting to skin (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
324,83f,06-02-02,06 Therapie,Operative Therapie,10 Stanztransplantat,119561005,Grafting procedure (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
